measurement_id,date,subgroup_id,sample_number,part_number,feature_id,feature_name,measurement_type,nominal,lsl,usl,measured_value,unit,out_of_spec
SPC-MMB_HOLE_POSITION_TP-075-5,2024-05-30,75,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0903,mm,False
SPC-MMB_HOLE_POSITION_TP-076-1,2024-06-01,76,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1311,mm,False
SPC-MMB_HOLE_POSITION_TP-076-2,2024-06-01,76,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1175,mm,False
SPC-MMB_HOLE_POSITION_TP-076-3,2024-06-01,76,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1567,mm,False
SPC-MMB_HOLE_POSITION_TP-076-4,2024-06-01,76,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0759,mm,False
SPC-MMB_HOLE_POSITION_TP-076-5,2024-06-01,76,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1205,mm,False
SPC-MMB_HOLE_POSITION_TP-077-1,2024-06-03,77,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1181,mm,False
SPC-MMB_HOLE_POSITION_TP-077-2,2024-06-03,77,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0871,mm,False
SPC-MMB_HOLE_POSITION_TP-077-3,2024-06-03,77,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1554,mm,False
SPC-MMB_HOLE_POSITION_TP-077-4,2024-06-03,77,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1214,mm,False
SPC-MMB_HOLE_POSITION_TP-077-5,2024-06-03,77,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1199,mm,False
SPC-MMB_HOLE_POSITION_TP-078-1,2024-06-05,78,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0975,mm,False
SPC-MMB_HOLE_POSITION_TP-078-2,2024-06-05,78,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1135,mm,False
SPC-MMB_HOLE_POSITION_TP-078-3,2024-06-05,78,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0906,mm,False
SPC-MMB_HOLE_POSITION_TP-078-4,2024-06-05,78,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1566,mm,False
SPC-MMB_HOLE_POSITION_TP-078-5,2024-06-05,78,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1625,mm,False
SPC-MMB_HOLE_POSITION_TP-079-1,2024-06-07,79,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.187,mm,False
SPC-MMB_HOLE_POSITION_TP-079-2,2024-06-07,79,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1434,mm,False
SPC-MMB_HOLE_POSITION_TP-079-3,2024-06-07,79,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1163,mm,False
SPC-MMB_HOLE_POSITION_TP-079-4,2024-06-07,79,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1118,mm,False
SPC-MMB_HOLE_POSITION_TP-079-5,2024-06-07,79,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1454,mm,False
SPC-MMB_HOLE_POSITION_TP-080-1,2024-06-09,80,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.137,mm,False
SPC-MMB_HOLE_POSITION_TP-080-2,2024-06-09,80,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1239,mm,False
SPC-MMB_HOLE_POSITION_TP-080-3,2024-06-09,80,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1208,mm,False
SPC-MMB_HOLE_POSITION_TP-080-4,2024-06-09,80,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.171,mm,False
SPC-MMB_HOLE_POSITION_TP-080-5,2024-06-09,80,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1149,mm,False
SPC-MMB_HOLE_POSITION_TP-081-1,2024-06-11,81,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1789,mm,False
SPC-MMB_HOLE_POSITION_TP-081-2,2024-06-11,81,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1382,mm,False
SPC-MMB_HOLE_POSITION_TP-081-3,2024-06-11,81,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1189,mm,False
SPC-MMB_HOLE_POSITION_TP-081-4,2024-06-11,81,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1043,mm,False
SPC-MMB_HOLE_POSITION_TP-081-5,2024-06-11,81,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1264,mm,False
SPC-MMB_HOLE_POSITION_TP-082-1,2024-06-13,82,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1512,mm,False
SPC-MMB_HOLE_POSITION_TP-082-2,2024-06-13,82,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1204,mm,False
SPC-MMB_HOLE_POSITION_TP-082-3,2024-06-13,82,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1634,mm,False
SPC-MMB_HOLE_POSITION_TP-082-4,2024-06-13,82,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1187,mm,False
SPC-MMB_HOLE_POSITION_TP-082-5,2024-06-13,82,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1292,mm,False
SPC-MMB_HOLE_POSITION_TP-083-1,2024-06-15,83,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0904,mm,False
SPC-MMB_HOLE_POSITION_TP-083-2,2024-06-15,83,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.155,mm,False
SPC-MMB_HOLE_POSITION_TP-083-3,2024-06-15,83,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.126,mm,False
SPC-MMB_HOLE_POSITION_TP-083-4,2024-06-15,83,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1907,mm,False
SPC-MMB_HOLE_POSITION_TP-083-5,2024-06-15,83,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1601,mm,False
SPC-MMB_HOLE_POSITION_TP-084-1,2024-06-17,84,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1402,mm,False
SPC-MMB_HOLE_POSITION_TP-084-2,2024-06-17,84,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1801,mm,False
SPC-MMB_HOLE_POSITION_TP-084-3,2024-06-17,84,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1514,mm,False
SPC-MMB_HOLE_POSITION_TP-084-4,2024-06-17,84,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1725,mm,False
SPC-MMB_HOLE_POSITION_TP-084-5,2024-06-17,84,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.107,mm,False
SPC-MMB_HOLE_POSITION_TP-085-1,2024-06-19,85,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1551,mm,False
SPC-MMB_HOLE_POSITION_TP-085-2,2024-06-19,85,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1566,mm,False
SPC-MMB_HOLE_POSITION_TP-085-3,2024-06-19,85,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0849,mm,False
SPC-MMB_HOLE_POSITION_TP-085-4,2024-06-19,85,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1917,mm,False
SPC-MMB_HOLE_POSITION_TP-085-5,2024-06-19,85,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0984,mm,False
SPC-MMB_HOLE_POSITION_TP-086-1,2024-06-21,86,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0953,mm,False
SPC-MMB_HOLE_POSITION_TP-086-2,2024-06-21,86,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0411,mm,False
SPC-MMB_HOLE_POSITION_TP-086-3,2024-06-21,86,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1574,mm,False
SPC-MMB_HOLE_POSITION_TP-086-4,2024-06-21,86,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0833,mm,False
SPC-MMB_HOLE_POSITION_TP-086-5,2024-06-21,86,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1227,mm,False
SPC-MMB_HOLE_POSITION_TP-087-1,2024-06-23,87,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1719,mm,False
SPC-MMB_HOLE_POSITION_TP-087-2,2024-06-23,87,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1493,mm,False
SPC-MMB_HOLE_POSITION_TP-087-3,2024-06-23,87,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1208,mm,False
SPC-MMB_HOLE_POSITION_TP-087-4,2024-06-23,87,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0869,mm,False
SPC-MMB_HOLE_POSITION_TP-087-5,2024-06-23,87,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1388,mm,False
SPC-MMB_HOLE_POSITION_TP-088-1,2024-06-25,88,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1743,mm,False
SPC-MMB_HOLE_POSITION_TP-088-2,2024-06-25,88,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1689,mm,False
SPC-MMB_HOLE_POSITION_TP-088-3,2024-06-25,88,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.2069,mm,True
SPC-MMB_HOLE_POSITION_TP-088-4,2024-06-25,88,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1215,mm,False
SPC-MMB_HOLE_POSITION_TP-088-5,2024-06-25,88,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0983,mm,False
SPC-MMB_HOLE_POSITION_TP-089-1,2024-06-27,89,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.157,mm,False
SPC-MMB_HOLE_POSITION_TP-089-2,2024-06-27,89,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1536,mm,False
SPC-MMB_HOLE_POSITION_TP-089-3,2024-06-27,89,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.146,mm,False
SPC-MMB_HOLE_POSITION_TP-089-4,2024-06-27,89,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1201,mm,False
SPC-MMB_HOLE_POSITION_TP-089-5,2024-06-27,89,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.0533,mm,False
SPC-MMB_HOLE_POSITION_TP-090-1,2024-06-29,90,1,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1128,mm,False
SPC-MMB_HOLE_POSITION_TP-090-2,2024-06-29,90,2,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1675,mm,False
SPC-MMB_HOLE_POSITION_TP-090-3,2024-06-29,90,3,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1579,mm,False
SPC-MMB_HOLE_POSITION_TP-090-4,2024-06-29,90,4,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1818,mm,False
SPC-MMB_HOLE_POSITION_TP-090-5,2024-06-29,90,5,MMB-001,MMB_HOLE_POSITION_TP,Motor Mount Hole True Position,gdandt_position,0.0,0.0,0.2,0.1601,mm,False
SPC-MMB_HOLE_DIAMETER-001-1,2024-01-03,1,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0088,mm,False
SPC-MMB_HOLE_DIAMETER-001-2,2024-01-03,1,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0092,mm,False
SPC-MMB_HOLE_DIAMETER-001-3,2024-01-03,1,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0002,mm,False
SPC-MMB_HOLE_DIAMETER-001-4,2024-01-03,1,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0003,mm,False
SPC-MMB_HOLE_DIAMETER-001-5,2024-01-03,1,5,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9651,mm,False
SPC-MMB_HOLE_DIAMETER-002-1,2024-01-05,2,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9921,mm,False
SPC-MMB_HOLE_DIAMETER-002-2,2024-01-05,2,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9926,mm,False
SPC-MMB_HOLE_DIAMETER-002-3,2024-01-05,2,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9987,mm,False
SPC-MMB_HOLE_DIAMETER-002-4,2024-01-05,2,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9888,mm,False
SPC-MMB_HOLE_DIAMETER-002-5,2024-01-05,2,5,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0113,mm,False
SPC-MMB_HOLE_DIAMETER-003-1,2024-01-07,3,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9894,mm,False
SPC-MMB_HOLE_DIAMETER-003-2,2024-01-07,3,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0132,mm,False
SPC-MMB_HOLE_DIAMETER-003-3,2024-01-07,3,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9885,mm,False
SPC-MMB_HOLE_DIAMETER-003-4,2024-01-07,3,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9928,mm,False
SPC-MMB_HOLE_DIAMETER-003-5,2024-01-07,3,5,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9918,mm,False
SPC-MMB_HOLE_DIAMETER-004-1,2024-01-09,4,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.994,mm,False
SPC-MMB_HOLE_DIAMETER-004-2,2024-01-09,4,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0141,mm,False
SPC-MMB_HOLE_DIAMETER-004-3,2024-01-09,4,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9961,mm,False
SPC-MMB_HOLE_DIAMETER-004-4,2024-01-09,4,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9964,mm,False
SPC-MMB_HOLE_DIAMETER-004-5,2024-01-09,4,5,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9911,mm,False
SPC-MMB_HOLE_DIAMETER-005-1,2024-01-11,5,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9969,mm,False
SPC-MMB_HOLE_DIAMETER-005-2,2024-01-11,5,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0026,mm,False
SPC-MMB_HOLE_DIAMETER-005-3,2024-01-11,5,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9974,mm,False
SPC-MMB_HOLE_DIAMETER-005-4,2024-01-11,5,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9982,mm,False
SPC-MMB_HOLE_DIAMETER-005-5,2024-01-11,5,5,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0122,mm,False
SPC-MMB_HOLE_DIAMETER-006-1,2024-01-13,6,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0033,mm,False
SPC-MMB_HOLE_DIAMETER-006-2,2024-01-13,6,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9862,mm,False
SPC-MMB_HOLE_DIAMETER-006-3,2024-01-13,6,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.999,mm,False
SPC-MMB_HOLE_DIAMETER-006-4,2024-01-13,6,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9935,mm,False
SPC-MMB_HOLE_DIAMETER-006-5,2024-01-13,6,5,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0063,mm,False
SPC-MMB_HOLE_DIAMETER-007-1,2024-01-15,7,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0012,mm,False
SPC-MMB_HOLE_DIAMETER-007-2,2024-01-15,7,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0136,mm,False
SPC-MMB_HOLE_DIAMETER-007-3,2024-01-15,7,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9911,mm,False
SPC-MMB_HOLE_DIAMETER-007-4,2024-01-15,7,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9977,mm,False
SPC-MMB_HOLE_DIAMETER-007-5,2024-01-15,7,5,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9872,mm,False
SPC-MMB_HOLE_DIAMETER-008-1,2024-01-17,8,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9995,mm,False
SPC-MMB_HOLE_DIAMETER-008-2,2024-01-17,8,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9816,mm,False
SPC-MMB_HOLE_DIAMETER-008-3,2024-01-17,8,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0039,mm,False
SPC-MMB_HOLE_DIAMETER-008-4,2024-01-17,8,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9993,mm,False
SPC-MMB_HOLE_DIAMETER-008-5,2024-01-17,8,5,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0019,mm,False
SPC-MMB_HOLE_DIAMETER-009-1,2024-01-19,9,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0095,mm,False
SPC-MMB_HOLE_DIAMETER-009-2,2024-01-19,9,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0027,mm,False
SPC-MMB_HOLE_DIAMETER-009-3,2024-01-19,9,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9847,mm,False
SPC-MMB_HOLE_DIAMETER-009-4,2024-01-19,9,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9933,mm,False
SPC-MMB_HOLE_DIAMETER-009-5,2024-01-19,9,5,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.999,mm,False
SPC-MMB_HOLE_DIAMETER-010-1,2024-01-21,10,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9961,mm,False
SPC-MMB_HOLE_DIAMETER-010-2,2024-01-21,10,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9975,mm,False
SPC-MMB_HOLE_DIAMETER-010-3,2024-01-21,10,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0195,mm,False
SPC-MMB_HOLE_DIAMETER-010-4,2024-01-21,10,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0012,mm,False
SPC-MMB_HOLE_DIAMETER-010-5,2024-01-21,10,5,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0046,mm,False
SPC-MMB_HOLE_DIAMETER-011-1,2024-01-23,11,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9759,mm,False
SPC-MMB_HOLE_DIAMETER-011-2,2024-01-23,11,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.009,mm,False
SPC-MMB_HOLE_DIAMETER-011-3,2024-01-23,11,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0342,mm,False
SPC-MMB_HOLE_DIAMETER-011-4,2024-01-23,11,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0161,mm,False
SPC-MMB_HOLE_DIAMETER-011-5,2024-01-23,11,5,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9947,mm,False
SPC-MMB_HOLE_DIAMETER-012-1,2024-01-25,12,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0274,mm,False
SPC-MMB_HOLE_DIAMETER-012-2,2024-01-25,12,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0003,mm,False
SPC-MMB_HOLE_DIAMETER-012-3,2024-01-25,12,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0037,mm,False
SPC-MMB_HOLE_DIAMETER-012-4,2024-01-25,12,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9968,mm,False
SPC-MMB_HOLE_DIAMETER-012-5,2024-01-25,12,5,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9965,mm,False
SPC-MMB_HOLE_DIAMETER-013-1,2024-01-27,13,1,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.973,mm,False
SPC-MMB_HOLE_DIAMETER-013-2,2024-01-27,13,2,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,5.0094,mm,False
SPC-MMB_HOLE_DIAMETER-013-3,2024-01-27,13,3,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9964,mm,False
SPC-MMB_HOLE_DIAMETER-013-4,2024-01-27,13,4,MMB-001,MMB_HOLE_DIAMETER,Motor Mount Hole Diameter,dimension,5.0,4.95,5.05,4.9977,mm,False
