inspection_id,part_serial_number,lot_number,supplier_id,feature_id,gdandt_type,measured_x,measured_y,measured_value,nominal_value,nominal_x,nominal_y,tolerance,measurement_unit,inspector,inspection_date
INS-GDT-00163,MMB-0015,LOT-202,SUP-003,HOLE_DIAMETER,diameter,,,5.0061,5.0,,,0.05,mm,QE-Nguyen,2024-03-10
INS-GDT-00164,MMB-0015,LOT-202,SUP-003,SLOT_WIDTH,width,,,8.0177,8.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00165,MMB-0015,LOT-202,SUP-003,BRACKET_THICKNESS,thickness,,,6.0056,6.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00166,MMB-0016,LOT-202,SUP-003,HOLE_1_POSITION,position,20.0436,20.0719,0.1681,,20.0,20.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00167,MMB-0016,LOT-202,SUP-003,HOLE_2_POSITION,position,80.0004,20.0665,0.1331,,80.0,20.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00168,MMB-0016,LOT-202,SUP-003,HOLE_3_POSITION,position,20.0395,60.0093,0.0812,,20.0,60.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00169,MMB-0016,LOT-202,SUP-003,HOLE_4_POSITION,position,80.0106,59.9308,0.1399,,80.0,60.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00170,MMB-0016,LOT-202,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0025,0.0,,,0.05,mm,QE-Nguyen,2024-03-10
INS-GDT-00171,MMB-0016,LOT-202,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.06,0.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00172,MMB-0016,LOT-202,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0358,0.0,,,0.15,mm,QE-Nguyen,2024-03-10
INS-GDT-00173,MMB-0016,LOT-202,SUP-003,OUTER_PROFILE,profile,,,0.1172,0.0,,,0.3,mm,QE-Nguyen,2024-03-10
INS-GDT-00174,MMB-0016,LOT-202,SUP-003,HOLE_DIAMETER,diameter,,,4.9893,5.0,,,0.05,mm,QE-Nguyen,2024-03-10
INS-GDT-00175,MMB-0016,LOT-202,SUP-003,SLOT_WIDTH,width,,,7.9563,8.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00176,MMB-0016,LOT-202,SUP-003,BRACKET_THICKNESS,thickness,,,6.0139,6.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00177,MMB-0017,LOT-202,SUP-003,HOLE_1_POSITION,position,19.9793,20.004,0.0422,,20.0,20.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00178,MMB-0017,LOT-202,SUP-003,HOLE_2_POSITION,position,79.9553,19.9833,0.0954,,80.0,20.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00179,MMB-0017,LOT-202,SUP-003,HOLE_3_POSITION,position,20.0624,60.0051,0.1253,,20.0,60.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00180,MMB-0017,LOT-202,SUP-003,HOLE_4_POSITION,position,80.033,59.9237,0.1662,,80.0,60.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00181,MMB-0017,LOT-202,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0608,0.0,,,0.05,mm,QE-Nguyen,2024-03-10
INS-GDT-00182,MMB-0017,LOT-202,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.1103,0.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00183,MMB-0017,LOT-202,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1245,0.0,,,0.15,mm,QE-Nguyen,2024-03-10
INS-GDT-00184,MMB-0017,LOT-202,SUP-003,OUTER_PROFILE,profile,,,0.178,0.0,,,0.3,mm,QE-Nguyen,2024-03-10
INS-GDT-00185,MMB-0017,LOT-202,SUP-003,HOLE_DIAMETER,diameter,,,5.0003,5.0,,,0.05,mm,QE-Nguyen,2024-03-10
INS-GDT-00186,MMB-0017,LOT-202,SUP-003,SLOT_WIDTH,width,,,8.0233,8.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00187,MMB-0017,LOT-202,SUP-003,BRACKET_THICKNESS,thickness,,,6.0312,6.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00188,MMB-0018,LOT-202,SUP-003,HOLE_1_POSITION,position,19.9686,19.9778,0.077,,20.0,20.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00189,MMB-0018,LOT-202,SUP-003,HOLE_2_POSITION,position,79.9165,19.9614,0.1839,,80.0,20.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00190,MMB-0018,LOT-202,SUP-003,HOLE_3_POSITION,position,20.0665,59.9866,0.1356,,20.0,60.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00191,MMB-0018,LOT-202,SUP-003,HOLE_4_POSITION,position,79.9809,60.0191,0.0539,,80.0,60.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00192,MMB-0018,LOT-202,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0008,0.0,,,0.05,mm,QE-Nguyen,2024-03-10
INS-GDT-00193,MMB-0018,LOT-202,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0834,0.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00194,MMB-0018,LOT-202,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1207,0.0,,,0.15,mm,QE-Nguyen,2024-03-10
INS-GDT-00195,MMB-0018,LOT-202,SUP-003,OUTER_PROFILE,profile,,,0.1464,0.0,,,0.3,mm,QE-Nguyen,2024-03-10
INS-GDT-00196,MMB-0018,LOT-202,SUP-003,HOLE_DIAMETER,diameter,,,5.033,5.0,,,0.05,mm,QE-Nguyen,2024-03-10
INS-GDT-00197,MMB-0018,LOT-202,SUP-003,SLOT_WIDTH,width,,,7.9702,8.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00198,MMB-0018,LOT-202,SUP-003,BRACKET_THICKNESS,thickness,,,6.0511,6.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00199,MMB-0019,LOT-202,SUP-003,HOLE_1_POSITION,position,19.9635,19.936,0.1474,,20.0,20.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00200,MMB-0019,LOT-202,SUP-003,HOLE_2_POSITION,position,79.9881,20.0936,0.1887,,80.0,20.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00201,MMB-0019,LOT-202,SUP-003,HOLE_3_POSITION,position,19.9992,59.9627,0.0746,,20.0,60.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00202,MMB-0019,LOT-202,SUP-003,HOLE_4_POSITION,position,79.9223,59.9937,0.1559,,80.0,60.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00203,MMB-0019,LOT-202,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0049,0.0,,,0.05,mm,QE-Nguyen,2024-03-10
INS-GDT-00204,MMB-0019,LOT-202,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.016,0.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00205,MMB-0019,LOT-202,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1317,0.0,,,0.15,mm,QE-Nguyen,2024-03-10
INS-GDT-00206,MMB-0019,LOT-202,SUP-003,OUTER_PROFILE,profile,,,0.2126,0.0,,,0.3,mm,QE-Nguyen,2024-03-10
INS-GDT-00207,MMB-0019,LOT-202,SUP-003,HOLE_DIAMETER,diameter,,,4.9974,5.0,,,0.05,mm,QE-Nguyen,2024-03-10
INS-GDT-00208,MMB-0019,LOT-202,SUP-003,SLOT_WIDTH,width,,,7.996,8.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00209,MMB-0019,LOT-202,SUP-003,BRACKET_THICKNESS,thickness,,,6.0065,6.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00210,MMB-0020,LOT-202,SUP-003,HOLE_1_POSITION,position,20.1174,20.0202,0.2383,,20.0,20.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00211,MMB-0020,LOT-202,SUP-003,HOLE_2_POSITION,position,80.0455,19.9899,0.0932,,80.0,20.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00212,MMB-0020,LOT-202,SUP-003,HOLE_3_POSITION,position,20.0024,60.0259,0.052,,20.0,60.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00213,MMB-0020,LOT-202,SUP-003,HOLE_4_POSITION,position,80.0076,59.8862,0.2282,,80.0,60.0,0.2,mm,QE-Nguyen,2024-03-10
INS-GDT-00214,MMB-0020,LOT-202,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0442,0.0,,,0.05,mm,QE-Nguyen,2024-03-10
INS-GDT-00215,MMB-0020,LOT-202,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0365,0.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00216,MMB-0020,LOT-202,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1545,0.0,,,0.15,mm,QE-Nguyen,2024-03-10
INS-GDT-00217,MMB-0020,LOT-202,SUP-003,OUTER_PROFILE,profile,,,0.1681,0.0,,,0.3,mm,QE-Nguyen,2024-03-10
INS-GDT-00218,MMB-0020,LOT-202,SUP-003,HOLE_DIAMETER,diameter,,,5.0014,5.0,,,0.05,mm,QE-Nguyen,2024-03-10
INS-GDT-00219,MMB-0020,LOT-202,SUP-003,SLOT_WIDTH,width,,,8.0232,8.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00220,MMB-0020,LOT-202,SUP-003,BRACKET_THICKNESS,thickness,,,6.0023,6.0,,,0.1,mm,QE-Nguyen,2024-03-10
INS-GDT-00221,MMB-0021,LOT-203,SUP-003,HOLE_1_POSITION,position,19.9164,19.8915,0.274,,20.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00222,MMB-0021,LOT-203,SUP-003,HOLE_2_POSITION,position,79.9319,19.8416,0.3449,,80.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00223,MMB-0021,LOT-203,SUP-003,HOLE_3_POSITION,position,20.011,59.957,0.0888,,20.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00224,MMB-0021,LOT-203,SUP-003,HOLE_4_POSITION,position,80.1845,59.8063,0.535,,80.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00225,MMB-0021,LOT-203,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.1208,0.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00226,MMB-0021,LOT-203,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0639,0.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00227,MMB-0021,LOT-203,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0512,0.0,,,0.15,mm,QE-Patel,2024-04-05
INS-GDT-00228,MMB-0021,LOT-203,SUP-003,OUTER_PROFILE,profile,,,0.1557,0.0,,,0.3,mm,QE-Patel,2024-04-05
INS-GDT-00229,MMB-0021,LOT-203,SUP-003,HOLE_DIAMETER,diameter,,,5.0976,5.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00230,MMB-0021,LOT-203,SUP-003,SLOT_WIDTH,width,,,8.022,8.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00231,MMB-0021,LOT-203,SUP-003,BRACKET_THICKNESS,thickness,,,6.0456,6.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00232,MMB-0022,LOT-203,SUP-003,HOLE_1_POSITION,position,19.977,19.9887,0.0512,,20.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00233,MMB-0022,LOT-203,SUP-003,HOLE_2_POSITION,position,79.9368,20.0063,0.1271,,80.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00234,MMB-0022,LOT-203,SUP-003,HOLE_3_POSITION,position,20.0495,60.1678,0.3499,,20.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00235,MMB-0022,LOT-203,SUP-003,HOLE_4_POSITION,position,79.7188,60.2416,0.7415,,80.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00236,MMB-0022,LOT-203,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0823,0.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00237,MMB-0022,LOT-203,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.1099,0.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00238,MMB-0022,LOT-203,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1202,0.0,,,0.15,mm,QE-Patel,2024-04-05
INS-GDT-00239,MMB-0022,LOT-203,SUP-003,OUTER_PROFILE,profile,,,0.4826,0.0,,,0.3,mm,QE-Patel,2024-04-05
INS-GDT-00240,MMB-0022,LOT-203,SUP-003,HOLE_DIAMETER,diameter,,,5.0114,5.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00241,MMB-0022,LOT-203,SUP-003,SLOT_WIDTH,width,,,7.9099,8.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00242,MMB-0022,LOT-203,SUP-003,BRACKET_THICKNESS,thickness,,,6.0352,6.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00243,MMB-0023,LOT-203,SUP-003,HOLE_1_POSITION,position,20.143,20.1072,0.3576,,20.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00244,MMB-0023,LOT-203,SUP-003,HOLE_2_POSITION,position,79.9216,19.8322,0.3703,,80.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00245,MMB-0023,LOT-203,SUP-003,HOLE_3_POSITION,position,19.9674,60.3254,0.6541,,20.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00246,MMB-0023,LOT-203,SUP-003,HOLE_4_POSITION,position,79.7683,59.8736,0.528,,80.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00247,MMB-0023,LOT-203,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0772,0.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00248,MMB-0023,LOT-203,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.1282,0.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00249,MMB-0023,LOT-203,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.155,0.0,,,0.15,mm,QE-Patel,2024-04-05
INS-GDT-00250,MMB-0023,LOT-203,SUP-003,OUTER_PROFILE,profile,,,0.6543,0.0,,,0.3,mm,QE-Patel,2024-04-05
INS-GDT-00251,MMB-0023,LOT-203,SUP-003,HOLE_DIAMETER,diameter,,,4.9573,5.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00252,MMB-0023,LOT-203,SUP-003,SLOT_WIDTH,width,,,8.0239,8.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00253,MMB-0023,LOT-203,SUP-003,BRACKET_THICKNESS,thickness,,,6.0251,6.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00254,MMB-0024,LOT-203,SUP-003,HOLE_1_POSITION,position,19.8994,19.8199,0.4125,,20.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00255,MMB-0024,LOT-203,SUP-003,HOLE_2_POSITION,position,80.0337,20.2267,0.4584,,80.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00256,MMB-0024,LOT-203,SUP-003,HOLE_3_POSITION,position,20.0405,60.009,0.0829,,20.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00257,MMB-0024,LOT-203,SUP-003,HOLE_4_POSITION,position,80.0124,59.9612,0.0814,,80.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00258,MMB-0024,LOT-203,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.1069,0.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00259,MMB-0024,LOT-203,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0996,0.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00260,MMB-0024,LOT-203,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0393,0.0,,,0.15,mm,QE-Patel,2024-04-05
INS-GDT-00261,MMB-0024,LOT-203,SUP-003,OUTER_PROFILE,profile,,,0.0232,0.0,,,0.3,mm,QE-Patel,2024-04-05
INS-GDT-00262,MMB-0024,LOT-203,SUP-003,HOLE_DIAMETER,diameter,,,5.004,5.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00263,MMB-0024,LOT-203,SUP-003,SLOT_WIDTH,width,,,8.1046,8.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00264,MMB-0024,LOT-203,SUP-003,BRACKET_THICKNESS,thickness,,,6.0273,6.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00265,MMB-0025,LOT-203,SUP-003,HOLE_1_POSITION,position,19.9603,20.0573,0.1394,,20.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00266,MMB-0025,LOT-203,SUP-003,HOLE_2_POSITION,position,80.0233,20.1033,0.2117,,80.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00267,MMB-0025,LOT-203,SUP-003,HOLE_3_POSITION,position,20.1327,59.9046,0.3268,,20.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00268,MMB-0025,LOT-203,SUP-003,HOLE_4_POSITION,position,79.6491,59.9473,0.7098,,80.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00269,MMB-0025,LOT-203,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0243,0.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00270,MMB-0025,LOT-203,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.1999,0.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00271,MMB-0025,LOT-203,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1026,0.0,,,0.15,mm,QE-Patel,2024-04-05
INS-GDT-00272,MMB-0025,LOT-203,SUP-003,OUTER_PROFILE,profile,,,0.0283,0.0,,,0.3,mm,QE-Patel,2024-04-05
INS-GDT-00273,MMB-0025,LOT-203,SUP-003,HOLE_DIAMETER,diameter,,,4.9713,5.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00274,MMB-0025,LOT-203,SUP-003,SLOT_WIDTH,width,,,7.9131,8.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00275,MMB-0025,LOT-203,SUP-003,BRACKET_THICKNESS,thickness,,,6.1119,6.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00276,MMB-0026,LOT-203,SUP-003,HOLE_1_POSITION,position,20.059,20.0809,0.2003,,20.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00277,MMB-0026,LOT-203,SUP-003,HOLE_2_POSITION,position,80.067,20.105,0.2492,,80.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00278,MMB-0026,LOT-203,SUP-003,HOLE_3_POSITION,position,20.1133,59.946,0.2511,,20.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00279,MMB-0026,LOT-203,SUP-003,HOLE_4_POSITION,position,79.787,59.873,0.496,,80.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00280,MMB-0026,LOT-203,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0608,0.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00281,MMB-0026,LOT-203,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.0548,0.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00282,MMB-0026,LOT-203,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.2893,0.0,,,0.15,mm,QE-Patel,2024-04-05
INS-GDT-00283,MMB-0026,LOT-203,SUP-003,OUTER_PROFILE,profile,,,0.0319,0.0,,,0.3,mm,QE-Patel,2024-04-05
INS-GDT-00284,MMB-0026,LOT-203,SUP-003,HOLE_DIAMETER,diameter,,,5.03,5.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00285,MMB-0026,LOT-203,SUP-003,SLOT_WIDTH,width,,,8.0124,8.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00286,MMB-0026,LOT-203,SUP-003,BRACKET_THICKNESS,thickness,,,6.0303,6.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00287,MMB-0027,LOT-203,SUP-003,HOLE_1_POSITION,position,19.941,20.0272,0.1299,,20.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00288,MMB-0027,LOT-203,SUP-003,HOLE_2_POSITION,position,79.941,19.9305,0.1823,,80.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00289,MMB-0027,LOT-203,SUP-003,HOLE_3_POSITION,position,19.9103,60.1526,0.354,,20.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00290,MMB-0027,LOT-203,SUP-003,HOLE_4_POSITION,position,80.055,60.0314,0.1268,,80.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00291,MMB-0027,LOT-203,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0297,0.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00292,MMB-0027,LOT-203,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.1199,0.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00293,MMB-0027,LOT-203,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.0763,0.0,,,0.15,mm,QE-Patel,2024-04-05
INS-GDT-00294,MMB-0027,LOT-203,SUP-003,OUTER_PROFILE,profile,,,0.214,0.0,,,0.3,mm,QE-Patel,2024-04-05
INS-GDT-00295,MMB-0027,LOT-203,SUP-003,HOLE_DIAMETER,diameter,,,4.9395,5.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00296,MMB-0027,LOT-203,SUP-003,SLOT_WIDTH,width,,,8.1442,8.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00297,MMB-0027,LOT-203,SUP-003,BRACKET_THICKNESS,thickness,,,5.9652,6.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00298,MMB-0028,LOT-203,SUP-003,HOLE_1_POSITION,position,19.8906,19.8343,0.3971,,20.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00299,MMB-0028,LOT-203,SUP-003,HOLE_2_POSITION,position,79.9036,19.9381,0.2291,,80.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00300,MMB-0028,LOT-203,SUP-003,HOLE_3_POSITION,position,19.9951,59.9355,0.1294,,20.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00301,MMB-0028,LOT-203,SUP-003,HOLE_4_POSITION,position,79.7599,59.7728,0.6611,,80.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00302,MMB-0028,LOT-203,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.088,0.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00303,MMB-0028,LOT-203,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.1283,0.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00304,MMB-0028,LOT-203,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.2399,0.0,,,0.15,mm,QE-Patel,2024-04-05
INS-GDT-00305,MMB-0028,LOT-203,SUP-003,OUTER_PROFILE,profile,,,0.4365,0.0,,,0.3,mm,QE-Patel,2024-04-05
INS-GDT-00306,MMB-0028,LOT-203,SUP-003,HOLE_DIAMETER,diameter,,,5.0076,5.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00307,MMB-0028,LOT-203,SUP-003,SLOT_WIDTH,width,,,7.9326,8.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00308,MMB-0028,LOT-203,SUP-003,BRACKET_THICKNESS,thickness,,,6.0243,6.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00309,MMB-0029,LOT-203,SUP-003,HOLE_1_POSITION,position,20.1749,19.9441,0.3673,,20.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00310,MMB-0029,LOT-203,SUP-003,HOLE_2_POSITION,position,80.0426,19.9983,0.0852,,80.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00311,MMB-0029,LOT-203,SUP-003,HOLE_3_POSITION,position,20.1372,59.9322,0.3061,,20.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00312,MMB-0029,LOT-203,SUP-003,HOLE_4_POSITION,position,80.173,59.9437,0.3639,,80.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00313,MMB-0029,LOT-203,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0365,0.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00314,MMB-0029,LOT-203,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.1457,0.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00315,MMB-0029,LOT-203,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.2092,0.0,,,0.15,mm,QE-Patel,2024-04-05
INS-GDT-00316,MMB-0029,LOT-203,SUP-003,OUTER_PROFILE,profile,,,0.6345,0.0,,,0.3,mm,QE-Patel,2024-04-05
INS-GDT-00317,MMB-0029,LOT-203,SUP-003,HOLE_DIAMETER,diameter,,,5.016,5.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00318,MMB-0029,LOT-203,SUP-003,SLOT_WIDTH,width,,,8.0395,8.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00319,MMB-0029,LOT-203,SUP-003,BRACKET_THICKNESS,thickness,,,6.1123,6.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00320,MMB-0030,LOT-203,SUP-003,HOLE_1_POSITION,position,20.0751,19.9195,0.2203,,20.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00321,MMB-0030,LOT-203,SUP-003,HOLE_2_POSITION,position,80.1695,19.9075,0.3861,,80.0,20.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00322,MMB-0030,LOT-203,SUP-003,HOLE_3_POSITION,position,19.9351,59.9151,0.2137,,20.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00323,MMB-0030,LOT-203,SUP-003,HOLE_4_POSITION,position,79.8596,60.05,0.2981,,80.0,60.0,0.2,mm,QE-Patel,2024-04-05
INS-GDT-00324,MMB-0030,LOT-203,SUP-003,MOUNTING_FACE_FLATNESS,flatness,,,0.0528,0.0,,,0.05,mm,QE-Patel,2024-04-05
INS-GDT-00325,MMB-0030,LOT-203,SUP-003,OPP_FACE_PARALLELISM,parallelism,,,0.1234,0.0,,,0.1,mm,QE-Patel,2024-04-05
INS-GDT-00326,MMB-0030,LOT-203,SUP-003,MOTOR_BORE_PERP,perpendicularity,,,0.1482,0.0,,,0.15,mm,QE-Patel,2024-04-05
INS-GDT-00327,MMB-0030,LOT-203,SUP-003,OUTER_PROFILE,profile,,,0.2094,0.0,,,0.3,mm,QE-Patel,2024-04-05
