ID,Area,Issue,Action,Owner,Due Date,Status,Priority,Source
NCR-0356,MMB-001,HOLE_1_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0354,MMB-001,OPP_FACE_PARALLELISM,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0353,MMB-001,MOUNTING_FACE_FLATNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0384,MMB-001,HOLE_2_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0361,MMB-001,OPP_FACE_PARALLELISM,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0286,BCON-006,Surface Finish,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-12 00:00:00,CAPA Open,200,NCR
NCR-0141,PROP-003,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-11 00:00:00,RCA Pending,200,NCR
NCR-0081,PROP-003,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-11 00:00:00,RCA Pending,200,NCR
NCR-0019,PROP-003,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-11 00:00:00,RCA Pending,200,NCR
NCR-0297,WING-007,Electrical Short,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-12 00:00:00,Containment Pending,200,NCR
NCR-0133,MMB-001,Insulation Damage,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-11 00:00:00,Containment Complete,200,NCR
NCR-0073,MMB-001,Insulation Damage,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-11 00:00:00,Containment Complete,200,NCR
NCR-0011,MMB-001,Insulation Damage,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-11 00:00:00,Containment Complete,200,NCR
NCR-0337,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0146,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Containment Pending,200,NCR
NCR-0086,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Containment Pending,200,NCR
NCR-0024,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Containment Pending,200,NCR
NCR-0336,MMB-001,HOLE_2_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0335,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0290,PROP-003,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-12 00:00:00,RCA Pending,200,NCR
NCR-0334,MMB-001,HOLE_1_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0157,MOTOR-004,Connector Misalignment,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Containment Complete,200,NCR
NCR-0282,MMB-001,Insulation Damage,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-12 00:00:00,Containment Complete,200,NCR
NCR-0368,MMB-001,HOLE_2_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0366,MMB-001,MOUNTING_FACE_FLATNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0365,MMB-001,HOLE_2_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0364,MMB-001,HOLE_1_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0362,MMB-001,MOTOR_BORE_PERP,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0333,MMB-001,MOUNTING_FACE_FLATNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0332,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Containment Pending,200,NCR
NCR-0295,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-12 00:00:00,Containment Pending,200,NCR
NCR-0015,BCON-006,Surface Finish,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0080,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0018,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0289,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-12 00:00:00,CAPA Open,200,NCR
NCR-0352,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0351,MMB-001,HOLE_3_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0350,MMB-001,HOLE_DIAMETER,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0349,MMB-001,MOUNTING_FACE_FLATNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0348,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0140,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0190,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0189,MMB-001,MOTOR_BORE_PERP,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0188,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0187,MMB-001,HOLE_2_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0186,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0185,MMB-001,HOLE_1_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0184,MMB-001,MOUNTING_FACE_FLATNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0183,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0399,MMB-001,HOLE_3_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0061,MMB-001,HOLE_1_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0421,MMB-001,Dimensional Out-of-Tolerance,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0420,MMB-001,HOLE_DIAMETER,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0419,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0418,MMB-001,HOLE_3_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0059,MMB-001,Surface Finish,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-11 00:00:00,Containment Pending,200,NCR
NCR-0330,MMB-001,Surface Finish,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-12 00:00:00,Containment Pending,200,NCR
NCR-0416,MMB-001,MOUNTING_FACE_FLATNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0062,MMB-001,FLATNESS_A,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0417,MMB-001,MOTOR_BORE_PERP,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0077,BCON-006,Surface Finish,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0205,MMB-001,OPP_FACE_PARALLELISM,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0204,MMB-001,MOUNTING_FACE_FLATNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0203,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0202,MMB-001,HOLE_3_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0201,MMB-001,HOLE_DIAMETER,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0200,MMB-001,MOUNTING_FACE_FLATNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0191,MMB-001,HOLE_DIAMETER,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0198,MMB-001,HOLE_2_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0197,MMB-001,HOLE_1_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0196,MMB-001,MOTOR_BORE_PERP,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0195,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0194,MMB-001,HOLE_1_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0193,MMB-001,OPP_FACE_PARALLELISM,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0192,MMB-001,MOUNTING_FACE_FLATNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0401,MMB-001,MOUNTING_FACE_FLATNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0199,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-11 00:00:00,Open,200,NCR
NCR-0285,ESC-002,Surface Finish,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-12 00:00:00,CAPA Open,200,NCR
NCR-0130,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Patel,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0127,BCON-006,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0070,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Patel,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0067,BCON-006,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0008,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Patel,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0005,BCON-006,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0279,MMB-001,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Patel,2026-06-12 00:00:00,CAPA Open,200,NCR
NCR-0415,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0121,MMB-001,Surface Finish,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-11 00:00:00,Containment Pending,200,NCR
NCR-0375,MMB-001,HOLE_3_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0374,MMB-001,HOLE_2_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0373,MMB-001,HOLE_1_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0371,MMB-001,OPP_FACE_PARALLELISM,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0370,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0369,MMB-001,HOLE_3_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0400,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0181,MMB-001,Surface Finish,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-11 00:00:00,Containment Pending,200,NCR
NCR-0414,MMB-001,MOUNTING_FACE_FLATNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0413,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0412,MMB-001,HOLE_2_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0411,MMB-001,HOLE_1_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0410,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0409,MMB-001,HOLE_2_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0408,MMB-001,OPP_FACE_PARALLELISM,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0407,MMB-001,HOLE_2_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0014,ESC-002,Surface Finish,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0405,MMB-001,HOLE_2_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0404,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0402,MMB-001,OPP_FACE_PARALLELISM,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0387,MMB-001,OPP_FACE_PARALLELISM,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0386,MMB-001,MOUNTING_FACE_FLATNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0385,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
NCR-0136,ESC-002,Surface Finish,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0076,ESC-002,Surface Finish,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-11 00:00:00,CAPA Open,200,NCR
NCR-0406,MMB-001,HOLE_4_POSITION,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-14 00:00:00,Open,200,NCR
22,Wiring Harness,Wire chafing,Add grommets/abrasion sleeves at all frame contact points; add to inspection checklist,QE-Patel,2026-06-26,Open,180,FMEA
16,Motor Mount Bracket,Hole position out of tolerance,Tighten AQL from 1.0 to 0.4 for hole position; add SPC on CNC fixture,QE-Torres,2026-06-26,In Progress,175,FMEA
21,Wiring Harness,Connector not fully seated,Add positive-lock connectors; add seating force verification to work instruction,QE-Torres,2026-06-19,In Progress,160,FMEA
12,Propeller,Delamination,Add C-scan to receiving AQL plan for CFRP propellers; improve storage spec,QE-Osei,2026-07-05,Open,160,FMEA
6,Electronic Speed Controller,Firmware mismatch,Lock firmware version in build traveler; add version check to EOL script,QE-Osei,2026-06-19,In Progress,160,FMEA
25,Wiring Harness,Intermittent connection,Add crimp pull-test to receiving inspection; specify vibration-resistant crimp termination,QE-Osei,2026-07-05,In Progress,160,FMEA
27,Battery Connector,Loose contact,Add mating cycle tracker to battery swap log; replace connectors at spec limit,QE-Patel,2026-06-26,Open,160,FMEA
7,Electronic Speed Controller,Thermal shutdown,Add 10°C thermal margin to ESC mounting design; validate in thermal chamber,QE-Torres,2026-07-05,In Progress,144,FMEA
13,Propeller,Incorrect pitch installed,Add pitch laser-etch marking; implement scan-to-verify at assembly,QE-Patel,2026-06-15,Complete,140,FMEA
9,Electronic Speed Controller,Solder joint failure,Increase x-ray sample rate to 20%; add thermal cycle screen,QE-Nguyen,2026-06-26,Open,140,FMEA
4,Motor,Motor overheating,Add thermal derating curve to motor spec; test at max load,QE-Torres,2026-07-20,Open,128,FMEA
20,Motor Mount Bracket,Incorrect material lot,Add 100% PMI scan at receiving inspection for motor mount brackets,QE-Osei,2026-06-19,In Progress,120,FMEA
33,Thermal Interface Material,Incorrect thickness applied,Add shim template for TIM application; add thickness check with feeler gauge,QE-Nguyen,2026-06-19,Open,120,FMEA
8,Electronic Speed Controller,Signal loss,Add locking connector on ESC signal line; vibration test at system level,QE-Patel,2026-06-26,In Progress,120,FMEA
5,Motor,Incorrect motor installed,Implement barcode scan verification at motor installation station,QE-Brooks,2026-06-15,Complete,120,FMEA
11,Propeller,Crack,Add dye-penetrant inspection to receiving; torque limiter on installation tool,QE-Torres,2026-06-19,In Progress,120,FMEA
24,Wiring Harness,Insulation damage,Add insulation damage to receiving inspection AQL; improve packaging spec,QE-Brooks,2026-06-26,Open,112,FMEA
32,Fasteners,Wrong fastener grade installed,Implement kitting by job traveler; add grade stamp requirement to fastener spec,QE-Patel,2026-06-26,Open,112,FMEA
2,Motor,Rotor imbalance,Implement dynamic balance check at motor receiving inspection,QE-Patel,2026-06-26,In Progress,112,FMEA
NCR-0155,MOTOR-004,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Patel,2026-06-18 00:00:00,Containment Pending,100,NCR
NCR-0095,MOTOR-004,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Patel,2026-06-18 00:00:00,Containment Pending,100,NCR
NCR-0142,WHAR-005,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,CAPA Open,100,NCR
NCR-0304,MOTOR-004,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Patel,2026-06-19 00:00:00,Containment Pending,100,NCR
NCR-0033,MOTOR-004,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Patel,2026-06-18 00:00:00,Containment Pending,100,NCR
NCR-0303,WHAR-005,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Patel,2026-06-19 00:00:00,Open,100,NCR
NCR-0313,MMB-001,Wrong Material Cert,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-19 00:00:00,Open,100,NCR
NCR-0042,MMB-001,Wrong Material Cert,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,Open,100,NCR
NCR-0104,MMB-001,Wrong Material Cert,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,Open,100,NCR
NCR-0006,BCON-006,Documentation Missing,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,RCA Pending,100,NCR
NCR-0367,MMB-001,SLOT_WIDTH,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-21 00:00:00,Open,100,NCR
NCR-0363,MMB-001,OUTER_PROFILE,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-21 00:00:00,Open,100,NCR
NCR-0355,MMB-001,OUTER_PROFILE,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-21 00:00:00,Open,100,NCR
NCR-0382,MMB-001,SLOT_WIDTH,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-21 00:00:00,Open,100,NCR
NCR-0372,MMB-001,BRACKET_THICKNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-21 00:00:00,Open,100,NCR
NCR-0396,MMB-001,BRACKET_THICKNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-21 00:00:00,Open,100,NCR
NCR-0032,WHAR-005,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Patel,2026-06-18 00:00:00,Open,100,NCR
NCR-0082,WHAR-005,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,CAPA Open,100,NCR
NCR-0164,MMB-001,Wrong Material Cert,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,Open,100,NCR
NCR-0094,WHAR-005,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Patel,2026-06-18 00:00:00,Open,100,NCR
NCR-0154,WHAR-005,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Patel,2026-06-18 00:00:00,Open,100,NCR
NCR-0025,MMB-001,Documentation Missing,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-18 00:00:00,CAPA Open,100,NCR
NCR-0034,MOTOR-004,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-18 00:00:00,Containment Complete,100,NCR
NCR-0296,MMB-001,Documentation Missing,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-19 00:00:00,CAPA Open,100,NCR
NCR-0305,MOTOR-004,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-19 00:00:00,Containment Complete,100,NCR
NCR-0233,MMB-001,SLOT_WIDTH,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-18 00:00:00,Open,100,NCR
NCR-0214,MMB-001,OUTER_PROFILE,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-18 00:00:00,Open,100,NCR
NCR-0218,MMB-001,SLOT_WIDTH,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-18 00:00:00,Open,100,NCR
NCR-0223,MMB-001,BRACKET_THICKNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-18 00:00:00,Open,100,NCR
NCR-0206,MMB-001,OUTER_PROFILE,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-18 00:00:00,Open,100,NCR
NCR-0403,MMB-001,BRACKET_THICKNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-21 00:00:00,Open,100,NCR
NCR-0087,MMB-001,Documentation Missing,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-18 00:00:00,CAPA Open,100,NCR
NCR-0096,MOTOR-004,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-18 00:00:00,Containment Complete,100,NCR
NCR-0147,MMB-001,Documentation Missing,"Complete containment, RCA, disposition, and CAPA decision",QE-Nguyen,2026-06-18 00:00:00,CAPA Open,100,NCR
NCR-0156,MOTOR-004,Solder Joint Failure,"Complete containment, RCA, disposition, and CAPA decision",QE-Brooks,2026-06-18 00:00:00,Containment Complete,100,NCR
NCR-0291,WHAR-005,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-19 00:00:00,CAPA Open,100,NCR
NCR-0020,WHAR-005,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,CAPA Open,100,NCR
NCR-0240,MMB-001,OUTER_PROFILE,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-18 00:00:00,Open,100,NCR
NCR-0246,MMB-001,OUTER_PROFILE,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-18 00:00:00,Open,100,NCR
NCR-0247,MMB-001,BRACKET_THICKNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-18 00:00:00,Open,100,NCR
NCR-0254,MMB-001,BRACKET_THICKNESS,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-18 00:00:00,Open,100,NCR
NCR-0134,ESC-002,Thread Damage,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-18 00:00:00,CAPA Open,100,NCR
NCR-0089,WING-007,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,RCA Pending,100,NCR
NCR-0298,WING-007,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-19 00:00:00,RCA Pending,100,NCR
NCR-0027,WING-007,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,RCA Pending,100,NCR
NCR-0149,WING-007,Delamination,"Complete containment, RCA, disposition, and CAPA decision",QE-Osei,2026-06-18 00:00:00,RCA Pending,100,NCR
NCR-0074,ESC-002,Thread Damage,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-18 00:00:00,CAPA Open,100,NCR
NCR-0283,ESC-002,Thread Damage,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-19 00:00:00,CAPA Open,100,NCR
NCR-0395,MMB-001,OUTER_PROFILE,"Complete containment, RCA, disposition, and CAPA decision",QE-Torres,2026-06-21 00:00:00,Open,100,NCR
