part_serial_number,lot_number,supplier_id,part_disposition,feature_id,feature_name,gdandt_type,criticality,nominal_x,nominal_y,measured_x,measured_y,measured_value,nominal_value,tolerance,lower_limit,upper_limit,deviation,margin,margin_pct,result,datum_reference,inspector,inspection_date
MMB-0011,LOT-202,SUP-003,MRB REVIEW,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1246,0.0,0.15,,,0.1246,0.0254,16.9,PASS,A,QE-Nguyen,2024-03-10
MMB-0011,LOT-202,SUP-003,MRB REVIEW,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.2977,0.0,0.3,,,0.2977,0.0023,0.8,BORDERLINE,A|B|C,QE-Nguyen,2024-03-10
MMB-0011,LOT-202,SUP-003,MRB REVIEW,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9935,5.0,0.05,4.95,5.05,0.0065,0.0435,87.0,PASS,,QE-Nguyen,2024-03-10
MMB-0011,LOT-202,SUP-003,MRB REVIEW,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0038,8.0,0.1,7.9,8.1,0.0038,0.0962,96.2,PASS,,QE-Nguyen,2024-03-10
MMB-0011,LOT-202,SUP-003,MRB REVIEW,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,5.969,6.0,0.1,5.9,6.1,0.031,0.069,69.0,PASS,,QE-Nguyen,2024-03-10
MMB-0012,LOT-202,SUP-003,PASS,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.0595,20.065,0.1762,,0.2,,,0.17624,0.02376,11.9,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0012,LOT-202,SUP-003,PASS,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9566,20.0309,0.1065,,0.2,,,0.10655,0.09345,46.7,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0012,LOT-202,SUP-003,PASS,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0487,60.0091,0.099,,0.2,,,0.09909,0.10091,50.5,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0012,LOT-202,SUP-003,PASS,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0508,60.0105,0.1038,,0.2,,,0.10375,0.09625,48.1,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0012,LOT-202,SUP-003,PASS,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0067,0.0,0.05,,,0.0067,0.0433,86.6,PASS,A,QE-Nguyen,2024-03-10
MMB-0012,LOT-202,SUP-003,PASS,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0865,0.0,0.1,,,0.0865,0.0135,13.5,PASS,A,QE-Nguyen,2024-03-10
MMB-0012,LOT-202,SUP-003,PASS,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.123,0.0,0.15,,,0.123,0.027,18.0,PASS,A,QE-Nguyen,2024-03-10
MMB-0012,LOT-202,SUP-003,PASS,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1714,0.0,0.3,,,0.1714,0.1286,42.9,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0012,LOT-202,SUP-003,PASS,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9809,5.0,0.05,4.95,5.05,0.0191,0.0309,61.8,PASS,,QE-Nguyen,2024-03-10
MMB-0012,LOT-202,SUP-003,PASS,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.9875,8.0,0.1,7.9,8.1,0.0125,0.0875,87.5,PASS,,QE-Nguyen,2024-03-10
MMB-0012,LOT-202,SUP-003,PASS,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,5.9767,6.0,0.1,5.9,6.1,0.0233,0.0767,76.7,PASS,,QE-Nguyen,2024-03-10
MMB-0013,LOT-202,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.0385,20.0634,0.1484,,0.2,,,0.14835,0.05165,25.8,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0013,LOT-202,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0212,20.047,0.1032,,0.2,,,0.10312,0.09688,48.4,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0013,LOT-202,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9653,60.0058,0.0704,,0.2,,,0.07036,0.12964,64.8,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0013,LOT-202,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.9178,59.9537,0.1887,,0.2,,,0.18869,0.01131,5.7,BORDERLINE,A|B|C,QE-Nguyen,2024-03-10
MMB-0013,LOT-202,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0382,0.0,0.05,,,0.0382,0.0118,23.6,PASS,A,QE-Nguyen,2024-03-10
MMB-0013,LOT-202,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0478,0.0,0.1,,,0.0478,0.0522,52.2,PASS,A,QE-Nguyen,2024-03-10
MMB-0013,LOT-202,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1184,0.0,0.15,,,0.1184,0.0316,21.1,PASS,A,QE-Nguyen,2024-03-10
MMB-0013,LOT-202,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1577,0.0,0.3,,,0.1577,0.1423,47.4,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0013,LOT-202,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0547,5.0,0.05,4.95,5.05,0.0547,-0.0047,-9.4,FAIL,,QE-Nguyen,2024-03-10
MMB-0013,LOT-202,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0128,8.0,0.1,7.9,8.1,0.0128,0.0872,87.2,PASS,,QE-Nguyen,2024-03-10
MMB-0013,LOT-202,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,5.9698,6.0,0.1,5.9,6.1,0.0302,0.0698,69.8,PASS,,QE-Nguyen,2024-03-10
MMB-0014,LOT-202,SUP-003,PASS,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9983,19.9518,0.0964,,0.2,,,0.09646,0.10354,51.8,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0014,LOT-202,SUP-003,PASS,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0489,20.0021,0.0978,,0.2,,,0.09789,0.10211,51.1,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0014,LOT-202,SUP-003,PASS,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9945,59.995,0.0148,,0.2,,,0.01487,0.18513,92.6,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0014,LOT-202,SUP-003,PASS,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0444,59.9729,0.1041,,0.2,,,0.10403,0.09597,48.0,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0014,LOT-202,SUP-003,PASS,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0367,0.0,0.05,,,0.0367,0.0133,26.6,PASS,A,QE-Nguyen,2024-03-10
MMB-0014,LOT-202,SUP-003,PASS,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0864,0.0,0.1,,,0.0864,0.0136,13.6,PASS,A,QE-Nguyen,2024-03-10
MMB-0014,LOT-202,SUP-003,PASS,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0563,0.0,0.15,,,0.0563,0.0937,62.5,PASS,A,QE-Nguyen,2024-03-10
MMB-0014,LOT-202,SUP-003,PASS,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.0552,0.0,0.3,,,0.0552,0.2448,81.6,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0014,LOT-202,SUP-003,PASS,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9897,5.0,0.05,4.95,5.05,0.0103,0.0397,79.4,PASS,,QE-Nguyen,2024-03-10
MMB-0014,LOT-202,SUP-003,PASS,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0313,8.0,0.1,7.9,8.1,0.0313,0.0687,68.7,PASS,,QE-Nguyen,2024-03-10
MMB-0014,LOT-202,SUP-003,PASS,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0073,6.0,0.1,5.9,6.1,0.0073,0.0927,92.7,PASS,,QE-Nguyen,2024-03-10
MMB-0015,LOT-202,SUP-003,MRB REVIEW,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.0315,20.0881,0.1872,,0.2,,,0.18712,0.01288,6.4,BORDERLINE,A|B|C,QE-Nguyen,2024-03-10
MMB-0015,LOT-202,SUP-003,MRB REVIEW,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0115,19.9596,0.0841,,0.2,,,0.08401,0.11599,58.0,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0015,LOT-202,SUP-003,MRB REVIEW,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0423,60.0021,0.0847,,0.2,,,0.0847,0.1153,57.6,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0015,LOT-202,SUP-003,MRB REVIEW,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0523,60.064,0.1653,,0.2,,,0.1653,0.0347,17.3,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0015,LOT-202,SUP-003,MRB REVIEW,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0106,0.0,0.05,,,0.0106,0.0394,78.8,PASS,A,QE-Nguyen,2024-03-10
MMB-0015,LOT-202,SUP-003,MRB REVIEW,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0965,0.0,0.1,,,0.0965,0.0035,3.5,BORDERLINE,A,QE-Nguyen,2024-03-10
MMB-0015,LOT-202,SUP-003,MRB REVIEW,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1062,0.0,0.15,,,0.1062,0.0438,29.2,PASS,A,QE-Nguyen,2024-03-10
MMB-0015,LOT-202,SUP-003,MRB REVIEW,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.0777,0.0,0.3,,,0.0777,0.2223,74.1,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0015,LOT-202,SUP-003,MRB REVIEW,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0061,5.0,0.05,4.95,5.05,0.0061,0.0439,87.8,PASS,,QE-Nguyen,2024-03-10
MMB-0015,LOT-202,SUP-003,MRB REVIEW,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0177,8.0,0.1,7.9,8.1,0.0177,0.0823,82.3,PASS,,QE-Nguyen,2024-03-10
MMB-0015,LOT-202,SUP-003,MRB REVIEW,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0056,6.0,0.1,5.9,6.1,0.0056,0.0944,94.4,PASS,,QE-Nguyen,2024-03-10
MMB-0016,LOT-202,SUP-003,PASS,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.0436,20.0719,0.1681,,0.2,,,0.16817,0.03183,15.9,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0016,LOT-202,SUP-003,PASS,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0004,20.0665,0.1331,,0.2,,,0.133,0.067,33.5,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0016,LOT-202,SUP-003,PASS,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0395,60.0093,0.0812,,0.2,,,0.08116,0.11884,59.4,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0016,LOT-202,SUP-003,PASS,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0106,59.9308,0.1399,,0.2,,,0.14001,0.05999,30.0,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0016,LOT-202,SUP-003,PASS,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0025,0.0,0.05,,,0.0025,0.0475,95.0,PASS,A,QE-Nguyen,2024-03-10
MMB-0016,LOT-202,SUP-003,PASS,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.06,0.0,0.1,,,0.06,0.04,40.0,PASS,A,QE-Nguyen,2024-03-10
MMB-0016,LOT-202,SUP-003,PASS,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0358,0.0,0.15,,,0.0358,0.1142,76.1,PASS,A,QE-Nguyen,2024-03-10
MMB-0016,LOT-202,SUP-003,PASS,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1172,0.0,0.3,,,0.1172,0.1828,60.9,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0016,LOT-202,SUP-003,PASS,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9893,5.0,0.05,4.95,5.05,0.0107,0.0393,78.6,PASS,,QE-Nguyen,2024-03-10
MMB-0016,LOT-202,SUP-003,PASS,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.9563,8.0,0.1,7.9,8.1,0.0437,0.0563,56.3,PASS,,QE-Nguyen,2024-03-10
MMB-0016,LOT-202,SUP-003,PASS,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0139,6.0,0.1,5.9,6.1,0.0139,0.0861,86.1,PASS,,QE-Nguyen,2024-03-10
MMB-0017,LOT-202,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9793,20.004,0.0422,,0.2,,,0.04217,0.15783,78.9,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0017,LOT-202,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9553,19.9833,0.0954,,0.2,,,0.09544,0.10456,52.3,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0017,LOT-202,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0624,60.0051,0.1253,,0.2,,,0.12522,0.07478,37.4,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0017,LOT-202,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.033,59.9237,0.1662,,0.2,,,0.16626,0.03374,16.9,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0017,LOT-202,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0608,0.0,0.05,,,0.0608,-0.0108,-21.6,FAIL,A,QE-Nguyen,2024-03-10
MMB-0017,LOT-202,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.1103,0.0,0.1,,,0.1103,-0.0103,-10.3,FAIL,A,QE-Nguyen,2024-03-10
MMB-0017,LOT-202,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1245,0.0,0.15,,,0.1245,0.0255,17.0,PASS,A,QE-Nguyen,2024-03-10
MMB-0017,LOT-202,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.178,0.0,0.3,,,0.178,0.122,40.7,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0017,LOT-202,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0003,5.0,0.05,4.95,5.05,0.0003,0.0497,99.4,PASS,,QE-Nguyen,2024-03-10
MMB-0017,LOT-202,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0233,8.0,0.1,7.9,8.1,0.0233,0.0767,76.7,PASS,,QE-Nguyen,2024-03-10
MMB-0017,LOT-202,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0312,6.0,0.1,5.9,6.1,0.0312,0.0688,68.8,PASS,,QE-Nguyen,2024-03-10
MMB-0018,LOT-202,SUP-003,MRB REVIEW,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9686,19.9778,0.077,,0.2,,,0.07691,0.12309,61.5,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0018,LOT-202,SUP-003,MRB REVIEW,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9165,19.9614,0.1839,,0.2,,,0.18398,0.01602,8.0,BORDERLINE,A|B|C,QE-Nguyen,2024-03-10
MMB-0018,LOT-202,SUP-003,MRB REVIEW,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0665,59.9866,0.1356,,0.2,,,0.13567,0.06433,32.2,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0018,LOT-202,SUP-003,MRB REVIEW,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.9809,60.0191,0.0539,,0.2,,,0.05402,0.14598,73.0,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0018,LOT-202,SUP-003,MRB REVIEW,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0008,0.0,0.05,,,0.0008,0.0492,98.4,PASS,A,QE-Nguyen,2024-03-10
MMB-0018,LOT-202,SUP-003,MRB REVIEW,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0834,0.0,0.1,,,0.0834,0.0166,16.6,PASS,A,QE-Nguyen,2024-03-10
MMB-0018,LOT-202,SUP-003,MRB REVIEW,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1207,0.0,0.15,,,0.1207,0.0293,19.5,PASS,A,QE-Nguyen,2024-03-10
MMB-0018,LOT-202,SUP-003,MRB REVIEW,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1464,0.0,0.3,,,0.1464,0.1536,51.2,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0018,LOT-202,SUP-003,MRB REVIEW,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.033,5.0,0.05,4.95,5.05,0.033,0.017,34.0,PASS,,QE-Nguyen,2024-03-10
MMB-0018,LOT-202,SUP-003,MRB REVIEW,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.9702,8.0,0.1,7.9,8.1,0.0298,0.0702,70.2,PASS,,QE-Nguyen,2024-03-10
MMB-0018,LOT-202,SUP-003,MRB REVIEW,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0511,6.0,0.1,5.9,6.1,0.0511,0.0489,48.9,PASS,,QE-Nguyen,2024-03-10
MMB-0019,LOT-202,SUP-003,MRB REVIEW,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9635,19.936,0.1474,,0.2,,,0.14735,0.05265,26.3,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0019,LOT-202,SUP-003,MRB REVIEW,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9881,20.0936,0.1887,,0.2,,,0.18871,0.01129,5.6,BORDERLINE,A|B|C,QE-Nguyen,2024-03-10
MMB-0019,LOT-202,SUP-003,MRB REVIEW,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,19.9992,59.9627,0.0746,,0.2,,,0.07462,0.12538,62.7,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0019,LOT-202,SUP-003,MRB REVIEW,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,79.9223,59.9937,0.1559,,0.2,,,0.15591,0.04409,22.0,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0019,LOT-202,SUP-003,MRB REVIEW,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0049,0.0,0.05,,,0.0049,0.0451,90.2,PASS,A,QE-Nguyen,2024-03-10
MMB-0019,LOT-202,SUP-003,MRB REVIEW,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.016,0.0,0.1,,,0.016,0.084,84.0,PASS,A,QE-Nguyen,2024-03-10
MMB-0019,LOT-202,SUP-003,MRB REVIEW,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1317,0.0,0.15,,,0.1317,0.0183,12.2,PASS,A,QE-Nguyen,2024-03-10
MMB-0019,LOT-202,SUP-003,MRB REVIEW,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.2126,0.0,0.3,,,0.2126,0.0874,29.1,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0019,LOT-202,SUP-003,MRB REVIEW,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,4.9974,5.0,0.05,4.95,5.05,0.0026,0.0474,94.8,PASS,,QE-Nguyen,2024-03-10
MMB-0019,LOT-202,SUP-003,MRB REVIEW,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,7.996,8.0,0.1,7.9,8.1,0.004,0.096,96.0,PASS,,QE-Nguyen,2024-03-10
MMB-0019,LOT-202,SUP-003,MRB REVIEW,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0065,6.0,0.1,5.9,6.1,0.0065,0.0935,93.5,PASS,,QE-Nguyen,2024-03-10
MMB-0020,LOT-202,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,20.1174,20.0202,0.2383,,0.2,,,0.23825,-0.03825,-19.1,FAIL,A|B|C,QE-Nguyen,2024-03-10
MMB-0020,LOT-202,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,80.0455,19.9899,0.0932,,0.2,,,0.09322,0.10678,53.4,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0020,LOT-202,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.0024,60.0259,0.052,,0.2,,,0.05202,0.14798,74.0,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0020,LOT-202,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.0076,59.8862,0.2282,,0.2,,,0.22811,-0.02811,-14.1,FAIL,A|B|C,QE-Nguyen,2024-03-10
MMB-0020,LOT-202,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.0442,0.0,0.05,,,0.0442,0.0058,11.6,PASS,A,QE-Nguyen,2024-03-10
MMB-0020,LOT-202,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0365,0.0,0.1,,,0.0365,0.0635,63.5,PASS,A,QE-Nguyen,2024-03-10
MMB-0020,LOT-202,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.1545,0.0,0.15,,,0.1545,-0.0045,-3.0,FAIL,A,QE-Nguyen,2024-03-10
MMB-0020,LOT-202,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1681,0.0,0.3,,,0.1681,0.1319,44.0,PASS,A|B|C,QE-Nguyen,2024-03-10
MMB-0020,LOT-202,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0014,5.0,0.05,4.95,5.05,0.0014,0.0486,97.2,PASS,,QE-Nguyen,2024-03-10
MMB-0020,LOT-202,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.0232,8.0,0.1,7.9,8.1,0.0232,0.0768,76.8,PASS,,QE-Nguyen,2024-03-10
MMB-0020,LOT-202,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0023,6.0,0.1,5.9,6.1,0.0023,0.0977,97.7,PASS,,QE-Nguyen,2024-03-10
MMB-0021,LOT-203,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.9164,19.8915,0.274,,0.2,,,0.27394,-0.07394,-37.0,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0021,LOT-203,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9319,19.8416,0.3449,,0.2,,,0.34484,-0.14484,-72.4,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0021,LOT-203,SUP-003,FAIL,HOLE_3_POSITION,Hole 3 True Position,position,High,20.0,60.0,20.011,59.957,0.0888,,0.2,,,0.08877,0.11123,55.6,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0021,LOT-203,SUP-003,FAIL,HOLE_4_POSITION,Hole 4 True Position,position,High,80.0,60.0,80.1845,59.8063,0.535,,0.2,,,0.53501,-0.33501,-167.5,FAIL,A|B|C,QE-Patel,2024-04-05
MMB-0021,LOT-203,SUP-003,FAIL,MOUNTING_FACE_FLATNESS,Mounting Face Flatness,flatness,High,,,,,0.1208,0.0,0.05,,,0.1208,-0.0708,-141.6,FAIL,A,QE-Patel,2024-04-05
MMB-0021,LOT-203,SUP-003,FAIL,OPP_FACE_PARALLELISM,Opposite Face Parallelism to Datum A,parallelism,High,,,,,0.0639,0.0,0.1,,,0.0639,0.0361,36.1,PASS,A,QE-Patel,2024-04-05
MMB-0021,LOT-203,SUP-003,FAIL,MOTOR_BORE_PERP,Motor Bore Perpendicularity to Datum A,perpendicularity,High,,,,,0.0512,0.0,0.15,,,0.0512,0.0988,65.9,PASS,A,QE-Patel,2024-04-05
MMB-0021,LOT-203,SUP-003,FAIL,OUTER_PROFILE,Profile of Outer Bracket Surface,profile,Medium,,,,,0.1557,0.0,0.3,,,0.1557,0.1443,48.1,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0021,LOT-203,SUP-003,FAIL,HOLE_DIAMETER,Bolt Hole Diameter,diameter,High,,,,,5.0976,5.0,0.05,4.95,5.05,0.0976,-0.0476,-95.2,FAIL,,QE-Patel,2024-04-05
MMB-0021,LOT-203,SUP-003,FAIL,SLOT_WIDTH,Alignment Slot Width,width,Medium,,,,,8.022,8.0,0.1,7.9,8.1,0.022,0.078,78.0,PASS,,QE-Patel,2024-04-05
MMB-0021,LOT-203,SUP-003,FAIL,BRACKET_THICKNESS,Bracket Thickness,thickness,Medium,,,,,6.0456,6.0,0.1,5.9,6.1,0.0456,0.0544,54.4,PASS,,QE-Patel,2024-04-05
MMB-0022,LOT-203,SUP-003,FAIL,HOLE_1_POSITION,Hole 1 True Position,position,High,20.0,20.0,19.977,19.9887,0.0512,,0.2,,,0.05125,0.14875,74.4,PASS,A|B|C,QE-Patel,2024-04-05
MMB-0022,LOT-203,SUP-003,FAIL,HOLE_2_POSITION,Hole 2 True Position,position,High,80.0,20.0,79.9368,20.0063,0.1271,,0.2,,,0.12703,0.07297,36.5,PASS,A|B|C,QE-Patel,2024-04-05
